strategy,target,guessCount,duration,success
randSampling,660,2219,1,TRUE
linear,660,660,1,TRUE
quadProb,660,3001,0,FALSE
randSampling,2818,1367,1,TRUE
linear,2818,2818,1,TRUE
quadProb,2818,3001,0,FALSE
randSampling,1494,1716,1,TRUE
linear,1494,1494,1,TRUE
quadProb,1494,3001,0,FALSE
randSampling,2182,2472,5,TRUE
linear,2182,2182,1,TRUE
quadProb,2182,3001,0,FALSE
randSampling,588,1799,1,TRUE
linear,588,588,1,TRUE
quadProb,588,3001,0,FALSE
randSampling,2201,1488,1,TRUE
linear,2201,2201,1,TRUE
quadProb,2201,3001,0,FALSE
randSampling,750,1064,1,TRUE
linear,750,750,1,TRUE
quadProb,750,3001,0,FALSE
randSampling,2301,700,1,TRUE
linear,2301,2301,1,TRUE
quadProb,2301,3001,0,FALSE
randSampling,1340,1689,1,TRUE
linear,1340,1340,1,TRUE
quadProb,1340,3001,0,FALSE
randSampling,331,681,1,TRUE
linear,331,331,1,TRUE
quadProb,331,3001,0,FALSE
randSampling,522,1821,1,TRUE
linear,522,522,1,TRUE
quadProb,522,3001,0,FALSE
randSampling,543,642,1,TRUE
linear,543,543,1,TRUE
quadProb,543,3001,0,FALSE
randSampling,2590,711,1,TRUE
linear,2590,2590,0,TRUE
quadProb,2590,3001,0,FALSE
randSampling,845,1928,1,TRUE
linear,845,845,1,TRUE
quadProb,845,3001,0,FALSE
randSampling,1340,1650,1,TRUE
linear,1340,1340,1,TRUE
quadProb,1340,3001,0,FALSE
randSampling,2059,859,1,TRUE
linear,2059,2059,1,TRUE
quadProb,2059,3001,0,FALSE
randSampling,383,1950,1,TRUE
linear,383,383,1,TRUE
quadProb,383,39,1,TRUE
randSampling,170,2995,1,TRUE
linear,170,170,1,TRUE
quadProb,170,3001,0,FALSE
randSampling,572,1179,1,TRUE
linear,572,572,1,TRUE
quadProb,572,3001,0,FALSE
randSampling,1594,413,1,TRUE
linear,1594,1594,5,TRUE
quadProb,1594,3001,0,FALSE
randSampling,1785,2281,1,TRUE
linear,1785,1785,1,TRUE
quadProb,1785,3001,0,FALSE
randSampling,2334,21,1,TRUE
linear,2334,2334,1,TRUE
quadProb,2334,3001,0,FALSE
randSampling,2472,2280,1,TRUE
linear,2472,2472,1,TRUE
quadProb,2472,3001,0,FALSE
randSampling,1996,109,1,TRUE
linear,1996,1996,1,TRUE
quadProb,1996,3001,0,FALSE
randSampling,2901,1273,1,TRUE
linear,2901,2901,6,TRUE
quadProb,2901,3001,0,FALSE
randSampling,2823,2795,1,TRUE
linear,2823,2823,1,TRUE
quadProb,2823,3001,0,FALSE
randSampling,1117,2220,1,TRUE
linear,1117,1117,1,TRUE
quadProb,1117,3001,0,FALSE
randSampling,154,2126,1,TRUE
linear,154,154,3,TRUE
quadProb,154,3001,0,FALSE
randSampling,1121,152,2,TRUE
linear,1121,1121,1,TRUE
quadProb,1121,3001,0,FALSE
randSampling,690,972,3,TRUE
linear,690,690,2,TRUE
quadProb,690,3001,0,FALSE
randSampling,1470,2911,2,TRUE
linear,1470,1470,2,TRUE
quadProb,1470,3001,0,FALSE
randSampling,1823,2837,2,TRUE
linear,1823,1823,1,TRUE
quadProb,1823,3001,0,FALSE
randSampling,2009,791,2,TRUE
linear,2009,2009,1,TRUE
quadProb,2009,3001,0,FALSE
randSampling,1370,2096,1,TRUE
linear,1370,1370,1,TRUE
quadProb,1370,3001,0,FALSE
randSampling,2708,2574,1,TRUE
linear,2708,2708,3,TRUE
quadProb,2708,3001,0,FALSE
randSampling,2437,352,2,TRUE
linear,2437,2437,1,TRUE
quadProb,2437,3001,0,FALSE
randSampling,1610,2695,1,TRUE
linear,1610,1610,1,TRUE
quadProb,1610,3001,0,FALSE
randSampling,109,1989,1,TRUE
linear,109,109,1,TRUE
quadProb,109,3001,0,FALSE
randSampling,1292,1585,1,TRUE
linear,1292,1292,1,TRUE
quadProb,1292,3001,0,FALSE
randSampling,1108,296,1,TRUE
linear,1108,1108,2,TRUE
quadProb,1108,427,3,TRUE
randSampling,2454,1108,1,TRUE
linear,2454,2454,1,TRUE
quadProb,2454,3001,0,FALSE
randSampling,548,2132,1,TRUE
linear,548,548,1,TRUE
quadProb,548,3001,0,FALSE
randSampling,373,2761,3,TRUE
linear,373,373,1,TRUE
quadProb,373,3001,0,FALSE
randSampling,606,155,1,TRUE
linear,606,606,1,TRUE
quadProb,606,3001,0,FALSE
randSampling,227,2844,1,TRUE
linear,227,227,5,TRUE
quadProb,227,3001,0,FALSE
randSampling,1267,1700,1,TRUE
linear,1267,1267,1,TRUE
quadProb,1267,3001,0,FALSE
randSampling,1196,312,1,TRUE
linear,1196,1196,1,TRUE
quadProb,1196,3001,0,FALSE
randSampling,318,2889,1,TRUE
linear,318,318,1,TRUE
quadProb,318,3001,0,FALSE
randSampling,425,294,1,TRUE
linear,425,425,1,TRUE
quadProb,425,3001,0,FALSE
randSampling,2389,1037,1,TRUE
linear,2389,2389,1,TRUE
quadProb,2389,3001,0,FALSE
randSampling,984,1822,5,TRUE
linear,984,984,1,TRUE
quadProb,984,3001,0,FALSE
randSampling,2077,2233,1,TRUE
linear,2077,2077,1,TRUE
quadProb,2077,3001,0,FALSE
randSampling,1022,2937,1,TRUE
linear,1022,1022,1,TRUE
quadProb,1022,3001,0,FALSE
randSampling,1422,2757,1,TRUE
linear,1422,1422,1,TRUE
quadProb,1422,303,1,TRUE
randSampling,1490,608,1,TRUE
linear,1490,1490,1,TRUE
quadProb,1490,3001,0,FALSE
randSampling,2530,2083,1,TRUE
linear,2530,2530,1,TRUE
quadProb,2530,3001,0,FALSE
randSampling,503,919,1,TRUE
linear,503,503,1,TRUE
quadProb,503,3001,0,FALSE
randSampling,1186,2954,1,TRUE
linear,1186,1186,1,TRUE
quadProb,1186,3001,0,FALSE
randSampling,1216,868,2,TRUE
linear,1216,1216,1,TRUE
quadProb,1216,3001,0,FALSE
randSampling,2141,1307,1,TRUE
linear,2141,2141,1,TRUE
quadProb,2141,3001,0,FALSE
randSampling,1483,2054,1,TRUE
linear,1483,1483,1,TRUE
quadProb,1483,3001,0,FALSE
randSampling,1263,239,1,TRUE
linear,1263,1263,1,TRUE
quadProb,1263,3001,0,FALSE
randSampling,745,1212,1,TRUE
linear,745,745,1,TRUE
quadProb,745,3001,0,FALSE
randSampling,990,2596,1,TRUE
linear,990,990,1,TRUE
quadProb,990,3001,0,FALSE
randSampling,2785,2541,1,TRUE
linear,2785,2785,1,TRUE
quadProb,2785,3001,0,FALSE
randSampling,2609,522,1,TRUE
linear,2609,2609,1,TRUE
quadProb,2609,3001,0,FALSE
randSampling,1405,1646,1,TRUE
linear,1405,1405,1,TRUE
quadProb,1405,3001,0,FALSE
randSampling,659,1888,1,TRUE
linear,659,659,1,TRUE
quadProb,659,3001,0,FALSE
randSampling,2244,2294,1,TRUE
linear,2244,2244,1,TRUE
quadProb,2244,3001,0,FALSE
randSampling,808,2559,1,TRUE
linear,808,808,1,TRUE
quadProb,808,3001,0,FALSE
randSampling,2473,2460,4,TRUE
linear,2473,2473,1,TRUE
quadProb,2473,3001,0,FALSE
randSampling,2640,1601,1,TRUE
linear,2640,2640,1,TRUE
quadProb,2640,3001,0,FALSE
randSampling,1408,2877,2,TRUE
linear,1408,1408,1,TRUE
quadProb,1408,3001,0,FALSE
randSampling,2825,2613,1,TRUE
linear,2825,2825,1,TRUE
quadProb,2825,3001,0,FALSE
randSampling,2027,2035,1,TRUE
linear,2027,2027,1,TRUE
quadProb,2027,3001,0,FALSE
randSampling,329,2289,2,TRUE
linear,329,329,3,TRUE
quadProb,329,3001,0,FALSE
randSampling,1403,2008,1,TRUE
linear,1403,1403,1,TRUE
quadProb,1403,3001,0,FALSE
randSampling,1959,876,1,TRUE
linear,1959,1959,1,TRUE
quadProb,1959,3001,0,FALSE
randSampling,2330,1765,1,TRUE
linear,2330,2330,1,TRUE
quadProb,2330,3001,0,FALSE
randSampling,1306,2081,1,TRUE
linear,1306,1306,2,TRUE
quadProb,1306,3001,0,FALSE
randSampling,2611,2714,1,TRUE
linear,2611,2611,1,TRUE
quadProb,2611,3001,0,FALSE
randSampling,2597,2406,1,TRUE
linear,2597,2597,1,TRUE
quadProb,2597,227,1,TRUE
randSampling,2771,2573,1,TRUE
linear,2771,2771,1,TRUE
quadProb,2771,3001,0,FALSE
randSampling,2070,550,1,TRUE
linear,2070,2070,1,TRUE
quadProb,2070,3001,0,FALSE
randSampling,1981,1486,1,TRUE
linear,1981,1981,1,TRUE
quadProb,1981,3001,0,FALSE
randSampling,2270,2622,2,TRUE
linear,2270,2270,3,TRUE
quadProb,2270,3001,0,FALSE
randSampling,43,854,1,TRUE
linear,43,43,1,TRUE
quadProb,43,3001,0,FALSE
randSampling,2989,779,1,TRUE
linear,2989,2989,1,TRUE
quadProb,2989,3001,0,FALSE
randSampling,2270,411,1,TRUE
linear,2270,2270,1,TRUE
quadProb,2270,3001,0,FALSE
randSampling,2506,2148,1,TRUE
linear,2506,2506,1,TRUE
quadProb,2506,3001,0,FALSE
randSampling,2872,831,1,TRUE
linear,2872,2872,1,TRUE
quadProb,2872,3001,0,FALSE
randSampling,848,77,1,TRUE
linear,848,848,1,TRUE
quadProb,848,3001,0,FALSE
randSampling,419,1447,1,TRUE
linear,419,419,1,TRUE
quadProb,419,3001,0,FALSE
randSampling,2612,1140,1,TRUE
linear,2612,2612,1,TRUE
quadProb,2612,3001,0,FALSE
randSampling,2269,1101,1,TRUE
linear,2269,2269,1,TRUE
quadProb,2269,3001,0,FALSE
randSampling,2901,628,1,TRUE
linear,2901,2901,1,TRUE
quadProb,2901,3001,0,FALSE
randSampling,2511,906,1,TRUE
linear,2511,2511,6,TRUE
quadProb,2511,3001,0,FALSE
randSampling,734,1836,2,TRUE
linear,734,734,1,TRUE
quadProb,734,3001,0,FALSE
randSampling,343,1353,1,TRUE
linear,343,343,1,TRUE
quadProb,343,3001,0,FALSE
randSampling,1972,478,1,TRUE
linear,1972,1972,1,TRUE
quadProb,1972,3001,0,FALSE
randSampling,2828,505,1,TRUE
linear,2828,2828,5,TRUE
quadProb,2828,3001,0,FALSE
randSampling,1729,1593,1,TRUE
linear,1729,1729,1,TRUE
quadProb,1729,110,1,TRUE
randSampling,1270,483,2,TRUE
linear,1270,1270,1,TRUE
quadProb,1270,3001,0,FALSE
randSampling,2109,2203,1,TRUE
linear,2109,2109,1,TRUE
quadProb,2109,3001,0,FALSE
randSampling,1791,1996,2,TRUE
linear,1791,1791,6,TRUE
quadProb,1791,3001,0,FALSE
randSampling,1964,1901,1,TRUE
linear,1964,1964,2,TRUE
quadProb,1964,3001,0,FALSE
randSampling,981,2577,2,TRUE
linear,981,981,2,TRUE
quadProb,981,3001,0,FALSE
randSampling,2754,1385,2,TRUE
linear,2754,2754,1,TRUE
quadProb,2754,3001,0,FALSE
randSampling,667,1374,5,TRUE
linear,667,667,2,TRUE
quadProb,667,3001,0,FALSE
randSampling,368,2210,1,TRUE
linear,368,368,1,TRUE
quadProb,368,715,1,TRUE
randSampling,1632,1097,4,TRUE
linear,1632,1632,1,TRUE
quadProb,1632,3001,0,FALSE
randSampling,2604,1688,1,TRUE
linear,2604,2604,1,TRUE
quadProb,2604,3001,0,FALSE
randSampling,844,2850,1,TRUE
linear,844,844,1,TRUE
quadProb,844,3001,0,FALSE
randSampling,1662,929,4,TRUE
linear,1662,1662,1,TRUE
quadProb,1662,3001,0,FALSE
randSampling,712,579,1,TRUE
linear,712,712,1,TRUE
quadProb,712,517,1,TRUE
randSampling,339,1022,1,TRUE
linear,339,339,1,TRUE
quadProb,339,3001,0,FALSE
randSampling,887,1609,1,TRUE
linear,887,887,1,TRUE
quadProb,887,3001,0,FALSE
randSampling,1479,1853,1,TRUE
linear,1479,1479,1,TRUE
quadProb,1479,3001,0,FALSE
randSampling,1142,2990,1,TRUE
linear,1142,1142,1,TRUE
quadProb,1142,3001,0,FALSE
randSampling,2965,1083,1,TRUE
linear,2965,2965,1,TRUE
quadProb,2965,3001,0,FALSE
randSampling,2372,1783,1,TRUE
linear,2372,2372,1,TRUE
quadProb,2372,3001,0,FALSE
randSampling,2989,661,7,TRUE
linear,2989,2989,2,TRUE
quadProb,2989,3001,0,FALSE
randSampling,121,2116,1,TRUE
linear,121,121,1,TRUE
quadProb,121,3001,0,FALSE
randSampling,1036,2920,1,TRUE
linear,1036,1036,1,TRUE
quadProb,1036,3001,0,FALSE
randSampling,523,1033,1,TRUE
linear,523,523,1,TRUE
quadProb,523,3001,0,FALSE
randSampling,1495,1891,1,TRUE
linear,1495,1495,5,TRUE
quadProb,1495,3001,0,FALSE
randSampling,1629,1202,1,TRUE
linear,1629,1629,2,TRUE
quadProb,1629,3001,0,FALSE
randSampling,368,2996,1,TRUE
linear,368,368,1,TRUE
quadProb,368,3001,0,FALSE
randSampling,267,37,1,TRUE
linear,267,267,2,TRUE
quadProb,267,3001,0,FALSE
randSampling,2654,1491,1,TRUE
linear,2654,2654,1,TRUE
quadProb,2654,3001,0,FALSE
randSampling,66,1821,4,TRUE
linear,66,66,2,TRUE
quadProb,66,3001,0,FALSE
randSampling,2012,544,2,TRUE
linear,2012,2012,1,TRUE
quadProb,2012,3001,0,FALSE
randSampling,2163,531,1,TRUE
linear,2163,2163,1,TRUE
quadProb,2163,3001,0,FALSE
randSampling,652,1969,1,TRUE
linear,652,652,1,TRUE
quadProb,652,3001,0,FALSE
randSampling,2602,98,1,TRUE
linear,2602,2602,1,TRUE
quadProb,2602,3001,0,FALSE
randSampling,868,40,4,TRUE
linear,868,868,1,TRUE
quadProb,868,3001,0,FALSE
randSampling,2513,574,1,TRUE
linear,2513,2513,1,TRUE
quadProb,2513,3001,0,FALSE
randSampling,1979,6,1,TRUE
linear,1979,1979,1,TRUE
quadProb,1979,3001,0,FALSE
randSampling,1642,658,1,TRUE
linear,1642,1642,1,TRUE
quadProb,1642,319,1,TRUE
randSampling,1889,1981,1,TRUE
linear,1889,1889,1,TRUE
quadProb,1889,3001,0,FALSE
randSampling,1278,1746,1,TRUE
linear,1278,1278,1,TRUE
quadProb,1278,3001,0,FALSE
randSampling,393,414,1,TRUE
linear,393,393,1,TRUE
quadProb,393,3001,0,FALSE
randSampling,2282,148,1,TRUE
linear,2282,2282,2,TRUE
quadProb,2282,3001,0,FALSE
randSampling,1213,1264,1,TRUE
linear,1213,1213,1,TRUE
quadProb,1213,3001,0,FALSE
randSampling,1101,395,1,TRUE
linear,1101,1101,1,TRUE
quadProb,1101,313,1,TRUE
randSampling,110,174,1,TRUE
linear,110,110,1,TRUE
quadProb,110,3001,0,FALSE
randSampling,312,820,1,TRUE
linear,312,312,1,TRUE
quadProb,312,3001,0,FALSE
randSampling,1727,1083,1,TRUE
linear,1727,1727,1,TRUE
quadProb,1727,3001,0,FALSE
randSampling,13,2096,1,TRUE
linear,13,13,2,TRUE
quadProb,13,3001,0,FALSE
randSampling,925,1845,1,TRUE
linear,925,925,1,TRUE
quadProb,925,149,1,TRUE
randSampling,406,1261,1,TRUE
linear,406,406,1,TRUE
quadProb,406,3001,0,FALSE
randSampling,1357,2316,2,TRUE
linear,1357,1357,1,TRUE
quadProb,1357,3001,0,FALSE
randSampling,977,1163,1,TRUE
linear,977,977,1,TRUE
quadProb,977,32,1,TRUE
randSampling,1592,2983,1,TRUE
linear,1592,1592,1,TRUE
quadProb,1592,3001,0,FALSE
randSampling,2001,2901,2,TRUE
linear,2001,2001,3,TRUE
quadProb,2001,3001,0,FALSE
randSampling,1781,2354,1,TRUE
linear,1781,1781,1,TRUE
quadProb,1781,3001,0,FALSE
randSampling,2576,48,1,TRUE
linear,2576,2576,1,TRUE
quadProb,2576,3001,0,FALSE
randSampling,2495,117,1,TRUE
linear,2495,2495,1,TRUE
quadProb,2495,3001,0,FALSE
randSampling,2383,2879,1,TRUE
linear,2383,2383,1,TRUE
quadProb,2383,3001,0,FALSE
randSampling,2173,1081,1,TRUE
linear,2173,2173,1,TRUE
quadProb,2173,3001,0,FALSE
randSampling,1156,2046,1,TRUE
linear,1156,1156,1,TRUE
quadProb,1156,3001,0,FALSE
randSampling,2764,2148,1,TRUE
linear,2764,2764,1,TRUE
quadProb,2764,3001,0,FALSE
randSampling,2310,1692,1,TRUE
linear,2310,2310,1,TRUE
quadProb,2310,3001,0,FALSE
randSampling,575,1243,1,TRUE
linear,575,575,1,TRUE
quadProb,575,3001,0,FALSE
randSampling,1556,2378,1,TRUE
linear,1556,1556,1,TRUE
quadProb,1556,3001,0,FALSE
randSampling,825,1435,6,TRUE
linear,825,825,1,TRUE
quadProb,825,3001,0,FALSE
randSampling,66,2614,1,TRUE
linear,66,66,1,TRUE
quadProb,66,3001,0,FALSE
randSampling,1779,958,1,TRUE
linear,1779,1779,1,TRUE
quadProb,1779,3001,0,FALSE
randSampling,740,1368,1,TRUE
linear,740,740,1,TRUE
quadProb,740,3001,0,FALSE
randSampling,2951,2752,1,TRUE
linear,2951,2951,1,TRUE
quadProb,2951,3001,0,FALSE
randSampling,2609,2664,1,TRUE
linear,2609,2609,5,TRUE
quadProb,2609,3001,0,FALSE
randSampling,1652,342,1,TRUE
linear,1652,1652,1,TRUE
quadProb,1652,3001,0,FALSE
randSampling,1572,1428,2,TRUE
linear,1572,1572,1,TRUE
quadProb,1572,3001,0,FALSE
randSampling,577,2970,1,TRUE
linear,577,577,1,TRUE
quadProb,577,3001,0,FALSE
randSampling,845,1441,1,TRUE
linear,845,845,1,TRUE
quadProb,845,3001,0,FALSE
randSampling,556,1980,2,TRUE
linear,556,556,3,TRUE
quadProb,556,3001,0,FALSE
randSampling,2829,702,1,TRUE
linear,2829,2829,1,TRUE
quadProb,2829,3001,0,FALSE
randSampling,1800,1621,1,TRUE
linear,1800,1800,1,TRUE
quadProb,1800,3001,0,FALSE
randSampling,2887,302,1,TRUE
linear,2887,2887,1,TRUE
quadProb,2887,3001,0,FALSE
randSampling,1657,2456,2,TRUE
linear,1657,1657,2,TRUE
quadProb,1657,3001,0,FALSE
randSampling,1722,2061,6,TRUE
linear,1722,1722,1,TRUE
quadProb,1722,3001,0,FALSE
randSampling,172,68,1,TRUE
linear,172,172,1,TRUE
quadProb,172,3001,0,FALSE
randSampling,708,2580,2,TRUE
linear,708,708,1,TRUE
quadProb,708,3001,0,FALSE
randSampling,238,1904,1,TRUE
linear,238,238,1,TRUE
quadProb,238,3001,0,FALSE
randSampling,705,337,1,TRUE
linear,705,705,1,TRUE
quadProb,705,3001,0,FALSE
randSampling,1090,2552,1,TRUE
linear,1090,1090,1,TRUE
quadProb,1090,3001,0,FALSE
randSampling,1293,1963,1,TRUE
linear,1293,1293,1,TRUE
quadProb,1293,3001,0,FALSE
randSampling,959,2435,1,TRUE
linear,959,959,1,TRUE
quadProb,959,3001,0,FALSE
randSampling,1840,1986,1,TRUE
linear,1840,1840,1,TRUE
quadProb,1840,3001,0,FALSE
randSampling,2468,477,1,TRUE
linear,2468,2468,2,TRUE
quadProb,2468,3001,0,FALSE
randSampling,336,1829,1,TRUE
linear,336,336,5,TRUE
quadProb,336,3001,0,FALSE
randSampling,2734,153,1,TRUE
linear,2734,2734,1,TRUE
quadProb,2734,3001,0,FALSE
randSampling,39,1885,2,TRUE
linear,39,39,1,TRUE
quadProb,39,3001,0,FALSE
randSampling,2971,1841,1,TRUE
linear,2971,2971,1,TRUE
quadProb,2971,120,1,TRUE
randSampling,2399,1852,1,TRUE
linear,2399,2399,1,TRUE
quadProb,2399,3001,0,FALSE
randSampling,2632,792,1,TRUE
linear,2632,2632,1,TRUE
quadProb,2632,3001,0,FALSE
randSampling,1302,1180,5,TRUE
linear,1302,1302,1,TRUE
quadProb,1302,3001,0,FALSE
randSampling,1135,2405,1,TRUE
linear,1135,1135,1,TRUE
quadProb,1135,3001,0,FALSE
randSampling,980,2426,1,TRUE
linear,980,980,1,TRUE
quadProb,980,3001,0,FALSE
randSampling,2157,2581,1,TRUE
linear,2157,2157,1,TRUE
quadProb,2157,10,1,TRUE
randSampling,2636,72,1,TRUE
linear,2636,2636,1,TRUE
quadProb,2636,3001,0,FALSE
randSampling,2377,826,1,TRUE
linear,2377,2377,1,TRUE
quadProb,2377,3001,0,FALSE
randSampling,2838,2939,1,TRUE
linear,2838,2838,1,TRUE
quadProb,2838,3001,0,FALSE
randSampling,1863,2604,1,TRUE
linear,1863,1863,1,TRUE
quadProb,1863,3001,0,FALSE
randSampling,1192,2214,1,TRUE
linear,1192,1192,1,TRUE
quadProb,1192,3001,0,FALSE
randSampling,1016,107,1,TRUE
linear,1016,1016,3,TRUE
quadProb,1016,3001,0,FALSE
randSampling,1170,1148,1,TRUE
linear,1170,1170,1,TRUE
quadProb,1170,3001,0,FALSE
randSampling,2991,1956,1,TRUE
linear,2991,2991,1,TRUE
quadProb,2991,3001,0,FALSE
randSampling,2482,750,2,TRUE
linear,2482,2482,1,TRUE
quadProb,2482,3001,0,FALSE
randSampling,510,2640,1,TRUE
linear,510,510,1,TRUE
quadProb,510,3001,0,FALSE
randSampling,2897,2999,1,TRUE
linear,2897,2897,1,TRUE
quadProb,2897,3001,0,FALSE
randSampling,618,854,6,TRUE
linear,618,618,1,TRUE
quadProb,618,3001,0,FALSE
randSampling,842,501,1,TRUE
linear,842,842,1,TRUE
quadProb,842,105,1,TRUE
randSampling,2908,1292,1,TRUE
linear,2908,2908,1,TRUE
quadProb,2908,3001,0,FALSE
randSampling,718,1963,1,TRUE
linear,718,718,1,TRUE
quadProb,718,3001,0,FALSE
randSampling,2663,2028,1,TRUE
linear,2663,2663,1,TRUE
quadProb,2663,495,1,TRUE
randSampling,1352,1208,5,TRUE
linear,1352,1352,1,TRUE
quadProb,1352,3001,0,FALSE
randSampling,20,2587,1,TRUE
linear,20,20,1,TRUE
quadProb,20,3001,0,FALSE
randSampling,2291,527,1,TRUE
linear,2291,2291,1,TRUE
quadProb,2291,3001,0,FALSE
randSampling,2577,404,1,TRUE
linear,2577,2577,1,TRUE
quadProb,2577,3001,0,FALSE
randSampling,2561,527,1,TRUE
linear,2561,2561,1,TRUE
quadProb,2561,3001,0,FALSE
randSampling,671,1462,1,TRUE
linear,671,671,1,TRUE
quadProb,671,3001,0,FALSE
randSampling,737,182,1,TRUE
linear,737,737,1,TRUE
quadProb,737,35,1,TRUE
randSampling,2368,1174,1,TRUE
linear,2368,2368,1,TRUE
quadProb,2368,3001,0,FALSE
randSampling,2070,1374,1,TRUE
linear,2070,2070,2,TRUE
quadProb,2070,45,1,TRUE
randSampling,2784,2377,1,TRUE
linear,2784,2784,1,TRUE
quadProb,2784,3001,0,FALSE
randSampling,187,2659,1,TRUE
linear,187,187,1,TRUE
quadProb,187,3001,0,FALSE
randSampling,380,361,5,TRUE
linear,380,380,1,TRUE
quadProb,380,3001,0,FALSE
randSampling,2428,1386,1,TRUE
linear,2428,2428,1,TRUE
quadProb,2428,3001,0,FALSE
randSampling,1781,569,1,TRUE
linear,1781,1781,1,TRUE
quadProb,1781,3001,0,FALSE
randSampling,2617,588,2,TRUE
linear,2617,2617,1,TRUE
quadProb,2617,3001,0,FALSE
randSampling,2706,1287,1,TRUE
linear,2706,2706,1,TRUE
quadProb,2706,3001,0,FALSE
randSampling,157,2265,1,TRUE
linear,157,157,1,TRUE
quadProb,157,3001,0,FALSE
randSampling,2679,2976,4,TRUE
linear,2679,2679,1,TRUE
quadProb,2679,3001,0,FALSE
randSampling,1674,932,1,TRUE
linear,1674,1674,1,TRUE
quadProb,1674,3001,0,FALSE
randSampling,745,1638,2,TRUE
linear,745,745,1,TRUE
quadProb,745,3001,0,FALSE
randSampling,1948,993,1,TRUE
linear,1948,1948,1,TRUE
quadProb,1948,3001,0,FALSE
randSampling,124,1174,4,TRUE
linear,124,124,1,TRUE
quadProb,124,153,1,TRUE
randSampling,1863,1883,1,TRUE
linear,1863,1863,1,TRUE
quadProb,1863,3001,0,FALSE
randSampling,2316,1000,1,TRUE
linear,2316,2316,1,TRUE
quadProb,2316,3001,0,FALSE
randSampling,2527,2888,1,TRUE
linear,2527,2527,1,TRUE
quadProb,2527,3001,0,FALSE
randSampling,794,1221,1,TRUE
linear,794,794,1,TRUE
quadProb,794,3001,0,FALSE
randSampling,2239,2709,1,TRUE
linear,2239,2239,1,TRUE
quadProb,2239,3001,0,FALSE
randSampling,246,2082,1,TRUE
linear,246,246,1,TRUE
quadProb,246,3001,0,FALSE
randSampling,2248,476,1,TRUE
linear,2248,2248,1,TRUE
quadProb,2248,3001,0,FALSE
randSampling,1965,1393,1,TRUE
linear,1965,1965,1,TRUE
quadProb,1965,3001,0,FALSE
randSampling,1875,1292,1,TRUE
linear,1875,1875,1,TRUE
quadProb,1875,3001,0,FALSE
randSampling,2456,249,1,TRUE
linear,2456,2456,1,TRUE
quadProb,2456,3001,0,FALSE
randSampling,376,1988,1,TRUE
linear,376,376,1,TRUE
quadProb,376,3001,0,FALSE
randSampling,1801,28,1,TRUE
linear,1801,1801,1,TRUE
quadProb,1801,3001,0,FALSE
randSampling,1242,395,1,TRUE
linear,1242,1242,1,TRUE
quadProb,1242,3001,0,FALSE
randSampling,2038,2015,1,TRUE
linear,2038,2038,1,TRUE
quadProb,2038,289,2,TRUE
randSampling,946,758,1,TRUE
linear,946,946,1,TRUE
quadProb,946,3001,0,FALSE
randSampling,1952,258,1,TRUE
linear,1952,1952,1,TRUE
quadProb,1952,3001,0,FALSE
randSampling,2671,703,3,TRUE
linear,2671,2671,5,TRUE
quadProb,2671,3001,0,FALSE
randSampling,1715,1585,1,TRUE
linear,1715,1715,2,TRUE
quadProb,1715,3001,0,FALSE
randSampling,1547,1737,1,TRUE
linear,1547,1547,1,TRUE
quadProb,1547,3001,0,FALSE
randSampling,1363,1625,2,TRUE
linear,1363,1363,1,TRUE
quadProb,1363,3001,0,FALSE
randSampling,1834,2716,1,TRUE
linear,1834,1834,5,TRUE
quadProb,1834,3001,0,FALSE
randSampling,1328,2140,3,TRUE
linear,1328,1328,2,TRUE
quadProb,1328,3001,0,FALSE
randSampling,1022,1731,1,TRUE
linear,1022,1022,2,TRUE
quadProb,1022,137,2,TRUE
randSampling,1480,2295,1,TRUE
linear,1480,1480,3,TRUE
quadProb,1480,3001,0,FALSE
randSampling,1456,1328,1,TRUE
linear,1456,1456,5,TRUE
quadProb,1456,3001,0,FALSE
randSampling,1534,1153,1,TRUE
linear,1534,1534,1,TRUE
quadProb,1534,475,1,TRUE
randSampling,429,1060,2,TRUE
linear,429,429,1,TRUE
quadProb,429,3001,0,FALSE
randSampling,2910,519,1,TRUE
linear,2910,2910,1,TRUE
quadProb,2910,3001,0,FALSE
randSampling,50,1219,1,TRUE
linear,50,50,1,TRUE
quadProb,50,3001,0,FALSE
randSampling,1620,700,4,TRUE
linear,1620,1620,1,TRUE
quadProb,1620,3001,0,FALSE
randSampling,2116,2629,1,TRUE
linear,2116,2116,1,TRUE
quadProb,2116,3,4,TRUE
randSampling,2588,243,1,TRUE
linear,2588,2588,1,TRUE
quadProb,2588,3001,0,FALSE
randSampling,2911,1730,1,TRUE
linear,2911,2911,1,TRUE
quadProb,2911,3001,0,FALSE
randSampling,2584,2756,1,TRUE
linear,2584,2584,1,TRUE
quadProb,2584,3001,0,FALSE
randSampling,815,2577,1,TRUE
linear,815,815,2,TRUE
quadProb,815,3001,0,FALSE
randSampling,1734,1000,1,TRUE
linear,1734,1734,1,TRUE
quadProb,1734,3001,0,FALSE
randSampling,2867,1182,2,TRUE
linear,2867,2867,1,TRUE
quadProb,2867,3001,0,FALSE
randSampling,623,1266,1,TRUE
linear,623,623,1,TRUE
quadProb,623,3001,0,FALSE
randSampling,2269,1675,1,TRUE
linear,2269,2269,1,TRUE
quadProb,2269,3001,0,FALSE
randSampling,610,1551,1,TRUE
linear,610,610,1,TRUE
