strategy,target,guessCount,duration,success
linear,2534,2534,1,TRUE
quadProb,2534,3001,0,FALSE
randSampling,1211,1390,1,TRUE
linear,1211,1211,1,TRUE
quadProb,1211,3001,0,FALSE
randSampling,1418,1243,2,TRUE
linear,1418,1418,1,TRUE
quadProb,1418,3001,0,FALSE
randSampling,1143,2348,1,TRUE
linear,1143,1143,1,TRUE
quadProb,1143,3001,0,FALSE
randSampling,1932,740,3,TRUE
linear,1932,1932,3,TRUE
quadProb,1932,3001,0,FALSE
randSampling,912,1846,2,TRUE
linear,912,912,11,TRUE
quadProb,912,3001,0,FALSE
randSampling,2409,2456,3,TRUE
linear,2409,2409,2,TRUE
quadProb,2409,76,3,TRUE
randSampling,2727,441,5,TRUE
linear,2727,2727,3,TRUE
quadProb,2727,3001,0,FALSE
randSampling,1509,2616,4,TRUE
linear,1509,1509,8,TRUE
quadProb,1509,3001,0,FALSE
randSampling,326,1076,4,TRUE
linear,326,326,4,TRUE
quadProb,326,3001,0,FALSE
randSampling,2858,53,2,TRUE
linear,2858,2858,4,TRUE
quadProb,2858,3001,0,FALSE
randSampling,1223,961,3,TRUE
linear,1223,1223,2,TRUE
quadProb,1223,3001,0,FALSE
randSampling,2989,141,3,TRUE
linear,2989,2989,2,TRUE
quadProb,2989,3001,0,FALSE
randSampling,1291,1517,2,TRUE
linear,1291,1291,2,TRUE
quadProb,1291,3001,0,FALSE
randSampling,561,652,1,TRUE
linear,561,561,1,TRUE
quadProb,561,3001,0,FALSE
randSampling,1614,2253,1,TRUE
linear,1614,1614,0,TRUE
quadProb,1614,3001,0,FALSE
randSampling,2182,2846,1,TRUE
linear,2182,2182,1,TRUE
quadProb,2182,3001,0,FALSE
randSampling,1868,1206,1,TRUE
linear,1868,1868,1,TRUE
quadProb,1868,3001,0,FALSE
randSampling,2959,2360,1,TRUE
linear,2959,2959,0,TRUE
quadProb,2959,393,4,TRUE
randSampling,81,93,1,TRUE
linear,81,81,1,TRUE
quadProb,81,3001,0,FALSE
randSampling,2479,921,1,TRUE
linear,2479,2479,1,TRUE
quadProb,2479,3001,0,FALSE
randSampling,1741,630,2,TRUE
linear,1741,1741,0,TRUE
quadProb,1741,3001,0,FALSE
randSampling,2360,864,1,TRUE
linear,2360,2360,0,TRUE
quadProb,2360,3001,0,FALSE
randSampling,1989,1580,1,TRUE
linear,1989,1989,0,TRUE
quadProb,1989,3001,0,FALSE
randSampling,485,169,1,TRUE
linear,485,485,0,TRUE
quadProb,485,3001,0,FALSE
randSampling,438,2592,1,TRUE
linear,438,438,0,TRUE
quadProb,438,3001,0,FALSE
randSampling,511,676,1,TRUE
linear,511,511,1,TRUE
quadProb,511,3001,0,FALSE
randSampling,1082,10,1,TRUE
linear,1082,1082,1,TRUE
quadProb,1082,3001,0,FALSE
randSampling,2712,800,1,TRUE
linear,2712,2712,0,TRUE
quadProb,2712,3001,0,FALSE
randSampling,2279,2147,1,TRUE
linear,2279,2279,1,TRUE
quadProb,2279,3001,0,FALSE
randSampling,64,235,1,TRUE
linear,64,64,1,TRUE
quadProb,64,3001,0,FALSE
randSampling,2717,2523,1,TRUE
linear,2717,2717,0,TRUE
quadProb,2717,3001,0,FALSE
randSampling,1227,258,1,TRUE
linear,1227,1227,0,TRUE
quadProb,1227,3001,0,FALSE
randSampling,2763,2208,1,TRUE
linear,2763,2763,0,TRUE
quadProb,2763,3001,0,FALSE
randSampling,2356,1581,1,TRUE
linear,2356,2356,2,TRUE
quadProb,2356,3001,0,FALSE
randSampling,2217,161,1,TRUE
linear,2217,2217,1,TRUE
quadProb,2217,3001,0,FALSE
randSampling,788,2815,8,TRUE
linear,788,788,2,TRUE
quadProb,788,3001,0,FALSE
randSampling,2198,1390,3,TRUE
linear,2198,2198,2,TRUE
quadProb,2198,3001,0,FALSE
randSampling,177,332,2,TRUE
linear,177,177,4,TRUE
quadProb,177,3001,0,FALSE
randSampling,1368,22,3,TRUE
linear,1368,1368,2,TRUE
quadProb,1368,3001,0,FALSE
randSampling,549,1743,6,TRUE
linear,549,549,2,TRUE
quadProb,549,3001,0,FALSE
randSampling,1877,623,2,TRUE
linear,1877,1877,2,TRUE
quadProb,1877,3001,0,FALSE
randSampling,1526,932,4,TRUE
linear,1526,1526,2,TRUE
quadProb,1526,145,2,TRUE
randSampling,1529,1674,6,TRUE
linear,1529,1529,2,TRUE
quadProb,1529,110,2,TRUE
randSampling,2751,2745,2,TRUE
linear,2751,2751,3,TRUE
quadProb,2751,3001,0,FALSE
randSampling,2684,2784,2,TRUE
linear,2684,2684,2,TRUE
quadProb,2684,3001,0,FALSE
randSampling,1210,105,3,TRUE
linear,1210,1210,2,TRUE
quadProb,1210,3001,0,FALSE
randSampling,2411,1192,2,TRUE
linear,2411,2411,2,TRUE
quadProb,2411,3001,0,FALSE
randSampling,1935,1517,4,TRUE
linear,1935,1935,2,TRUE
quadProb,1935,3001,0,FALSE
randSampling,2737,2194,2,TRUE
linear,2737,2737,2,TRUE
quadProb,2737,3001,0,FALSE
randSampling,1234,2964,2,TRUE
linear,1234,1234,3,TRUE
quadProb,1234,3001,0,FALSE
randSampling,578,47,2,TRUE
linear,578,578,2,TRUE
quadProb,578,3001,0,FALSE
randSampling,1187,1883,7,TRUE
linear,1187,1187,2,TRUE
quadProb,1187,369,2,TRUE
randSampling,747,1978,3,TRUE
linear,747,747,1,TRUE
quadProb,747,673,1,TRUE
randSampling,2031,430,2,TRUE
linear,2031,2031,1,TRUE
quadProb,2031,3001,0,FALSE
randSampling,121,2727,2,TRUE
linear,121,121,2,TRUE
quadProb,121,3001,0,FALSE
randSampling,2336,596,2,TRUE
linear,2336,2336,5,TRUE
quadProb,2336,3001,0,FALSE
randSampling,2235,1396,2,TRUE
linear,2235,2235,2,TRUE
quadProb,2235,3001,0,FALSE
randSampling,853,1194,4,TRUE
linear,853,853,4,TRUE
quadProb,853,3001,0,FALSE
randSampling,1195,2392,6,TRUE
linear,1195,1195,2,TRUE
quadProb,1195,3001,0,FALSE
randSampling,248,2293,3,TRUE
linear,248,248,4,TRUE
quadProb,248,3001,0,FALSE
randSampling,2755,426,4,TRUE
linear,2755,2755,3,TRUE
quadProb,2755,3001,0,FALSE
randSampling,1500,1231,3,TRUE
linear,1500,1500,7,TRUE
quadProb,1500,427,4,TRUE
randSampling,2275,1025,4,TRUE
linear,2275,2275,4,TRUE
quadProb,2275,47,3,TRUE
randSampling,2741,1279,3,TRUE
linear,2741,2741,3,TRUE
quadProb,2741,3001,0,FALSE
randSampling,2838,1088,6,TRUE
linear,2838,2838,1,TRUE
quadProb,2838,3001,0,FALSE
randSampling,722,2389,2,TRUE
linear,722,722,1,TRUE
quadProb,722,3001,0,FALSE
randSampling,2282,116,2,TRUE
linear,2282,2282,4,TRUE
quadProb,2282,3001,0,FALSE
randSampling,2921,1455,3,TRUE
linear,2921,2921,5,TRUE
quadProb,2921,3001,0,FALSE
randSampling,1971,159,3,TRUE
linear,1971,1971,2,TRUE
quadProb,1971,3001,0,FALSE
randSampling,1522,43,3,TRUE
linear,1522,1522,3,TRUE
quadProb,1522,3001,0,FALSE
randSampling,2872,851,3,TRUE
linear,2872,2872,3,TRUE
quadProb,2872,3001,0,FALSE
randSampling,2248,652,5,TRUE
linear,2248,2248,2,TRUE
quadProb,2248,3001,0,FALSE
randSampling,1563,496,2,TRUE
linear,1563,1563,3,TRUE
quadProb,1563,3001,0,FALSE
randSampling,1337,1133,2,TRUE
linear,1337,1337,1,TRUE
quadProb,1337,3001,0,FALSE
randSampling,835,2604,3,TRUE
linear,835,835,1,TRUE
quadProb,835,3001,0,FALSE
randSampling,2108,1821,5,TRUE
linear,2108,2108,1,TRUE
quadProb,2108,3001,0,FALSE
randSampling,896,1667,3,TRUE
linear,896,896,3,TRUE
quadProb,896,3001,0,FALSE
randSampling,723,1472,2,TRUE
linear,723,723,2,TRUE
quadProb,723,3001,0,FALSE
randSampling,1635,2362,2,TRUE
linear,1635,1635,5,TRUE
quadProb,1635,3001,0,FALSE
randSampling,1778,421,2,TRUE
linear,1778,1778,2,TRUE
quadProb,1778,3001,0,FALSE
randSampling,2981,1374,2,TRUE
linear,2981,2981,2,TRUE
quadProb,2981,3001,0,FALSE
randSampling,2121,2921,3,TRUE
linear,2121,2121,5,TRUE
quadProb,2121,3001,0,FALSE
randSampling,1245,1937,2,TRUE
linear,1245,1245,3,TRUE
quadProb,1245,3001,0,FALSE
randSampling,115,1919,2,TRUE
linear,115,115,1,TRUE
quadProb,115,3001,0,FALSE
randSampling,138,1730,3,TRUE
linear,138,138,1,TRUE
quadProb,138,202,2,TRUE
randSampling,2856,97,2,TRUE
linear,2856,2856,2,TRUE
quadProb,2856,3001,0,FALSE
randSampling,1356,2644,2,TRUE
linear,1356,1356,1,TRUE
quadProb,1356,3001,0,FALSE
randSampling,1451,2797,2,TRUE
linear,1451,1451,3,TRUE
quadProb,1451,3001,0,FALSE
randSampling,103,2192,2,TRUE
linear,103,103,1,TRUE
quadProb,103,3001,0,FALSE
randSampling,1871,2446,4,TRUE
linear,1871,1871,1,TRUE
quadProb,1871,3001,0,FALSE
randSampling,2218,1975,2,TRUE
linear,2218,2218,3,TRUE
quadProb,2218,3001,0,FALSE
randSampling,737,1337,2,TRUE
linear,737,737,1,TRUE
quadProb,737,3001,0,FALSE
randSampling,541,1069,6,TRUE
linear,541,541,2,TRUE
quadProb,541,3001,0,FALSE
randSampling,1466,752,1,TRUE
linear,1466,1466,3,TRUE
quadProb,1466,89,1,TRUE
randSampling,1943,2771,1,TRUE
linear,1943,1943,1,TRUE
quadProb,1943,3001,0,FALSE
randSampling,1540,987,1,TRUE
linear,1540,1540,4,TRUE
quadProb,1540,3001,0,FALSE
randSampling,1845,1317,1,TRUE
linear,1845,1845,0,TRUE
quadProb,1845,3001,0,FALSE
randSampling,1572,719,1,TRUE
linear,1572,1572,1,TRUE
quadProb,1572,3001,0,FALSE
randSampling,2329,2374,1,TRUE
linear,2329,2329,1,TRUE
quadProb,2329,3001,0,FALSE
randSampling,649,728,1,TRUE
linear,649,649,1,TRUE
quadProb,649,3001,0,FALSE
randSampling,1193,522,1,TRUE
linear,1193,1193,2,TRUE
quadProb,1193,373,4,TRUE
randSampling,78,236,2,TRUE
linear,78,78,2,TRUE
quadProb,78,3001,0,FALSE
randSampling,30,2192,2,TRUE
linear,30,30,3,TRUE
quadProb,30,3001,0,FALSE
randSampling,598,2202,4,TRUE
linear,598,598,3,TRUE
quadProb,598,3001,0,FALSE
randSampling,1836,340,2,TRUE
linear,1836,1836,4,TRUE
quadProb,1836,3001,0,FALSE
randSampling,1459,266,2,TRUE
linear,1459,1459,4,TRUE
quadProb,1459,3001,0,FALSE
randSampling,789,152,1,TRUE
linear,789,789,1,TRUE
quadProb,789,3001,0,FALSE
randSampling,2553,1074,5,TRUE
linear,2553,2553,3,TRUE
quadProb,2553,3001,0,FALSE
randSampling,1169,2446,1,TRUE
linear,1169,1169,1,TRUE
quadProb,1169,3001,0,FALSE
randSampling,2389,1732,5,TRUE
linear,2389,2389,1,TRUE
quadProb,2389,3001,0,FALSE
randSampling,676,483,2,TRUE
linear,676,676,2,TRUE
quadProb,676,3001,0,FALSE
randSampling,1415,1274,1,TRUE
linear,1415,1415,2,TRUE
quadProb,1415,3001,0,FALSE
randSampling,320,31,1,TRUE
linear,320,320,2,TRUE
quadProb,320,3001,0,FALSE
randSampling,662,17,1,TRUE
linear,662,662,0,TRUE
quadProb,662,3001,0,FALSE
randSampling,1380,1963,1,TRUE
linear,1380,1380,0,TRUE
quadProb,1380,3001,0,FALSE
randSampling,331,1916,1,TRUE
linear,331,331,1,TRUE
quadProb,331,3001,0,FALSE
randSampling,380,961,1,TRUE
linear,380,380,0,TRUE
quadProb,380,3001,0,FALSE
randSampling,787,425,1,TRUE
linear,787,787,0,TRUE
quadProb,787,3001,0,FALSE
randSampling,1728,1782,1,TRUE
linear,1728,1728,0,TRUE
quadProb,1728,3001,0,FALSE
randSampling,1314,2,1,TRUE
linear,1314,1314,1,TRUE
quadProb,1314,3001,0,FALSE
randSampling,1696,2221,1,TRUE
linear,1696,1696,0,TRUE
quadProb,1696,3001,0,FALSE
randSampling,1880,148,4,TRUE
linear,1880,1880,1,TRUE
quadProb,1880,3001,0,FALSE
randSampling,1267,2409,1,TRUE
linear,1267,1267,0,TRUE
quadProb,1267,3001,0,FALSE
randSampling,288,2611,1,TRUE
linear,288,288,2,TRUE
quadProb,288,523,3,TRUE
randSampling,670,1700,1,TRUE
linear,670,670,1,TRUE
quadProb,670,517,1,TRUE
randSampling,1690,1084,1,TRUE
linear,1690,1690,0,TRUE
quadProb,1690,3001,0,FALSE
randSampling,1658,2665,1,TRUE
linear,1658,1658,1,TRUE
quadProb,1658,517,1,TRUE
randSampling,651,2623,1,TRUE
linear,651,651,0,TRUE
quadProb,651,3001,0,FALSE
randSampling,1521,2926,1,TRUE
linear,1521,1521,0,TRUE
quadProb,1521,3001,0,FALSE
randSampling,1463,1027,1,TRUE
linear,1463,1463,1,TRUE
quadProb,1463,3001,0,FALSE
randSampling,48,220,1,TRUE
linear,48,48,0,TRUE
quadProb,48,3001,0,FALSE
randSampling,2122,1000,1,TRUE
linear,2122,2122,1,TRUE
quadProb,2122,3001,0,FALSE
randSampling,1767,2555,1,TRUE
linear,1767,1767,1,TRUE
quadProb,1767,3001,0,FALSE
randSampling,130,2896,1,TRUE
linear,130,130,1,TRUE
quadProb,130,3001,0,FALSE
randSampling,2008,310,1,TRUE
linear,2008,2008,1,TRUE
quadProb,2008,3001,0,FALSE
randSampling,1547,2548,1,TRUE
linear,1547,1547,1,TRUE
quadProb,1547,3001,0,FALSE
randSampling,106,2521,1,TRUE
linear,106,106,1,TRUE
quadProb,106,69,4,TRUE
randSampling,79,1475,1,TRUE
linear,79,79,0,TRUE
quadProb,79,3001,0,FALSE
randSampling,198,2716,1,TRUE
linear,198,198,0,TRUE
quadProb,198,3001,0,FALSE
randSampling,1368,1639,1,TRUE
linear,1368,1368,0,TRUE
quadProb,1368,129,1,TRUE
randSampling,2467,1796,1,TRUE
linear,2467,2467,1,TRUE
quadProb,2467,3001,0,FALSE
randSampling,422,889,1,TRUE
linear,422,422,2,TRUE
quadProb,422,3001,0,FALSE
randSampling,619,2906,1,TRUE
linear,619,619,1,TRUE
quadProb,619,3001,0,FALSE
randSampling,1646,2723,1,TRUE
linear,1646,1646,0,TRUE
quadProb,1646,3001,0,FALSE
randSampling,716,483,1,TRUE
linear,716,716,3,TRUE
quadProb,716,3001,0,FALSE
randSampling,2415,2112,1,TRUE
linear,2415,2415,0,TRUE
quadProb,2415,3001,0,FALSE
randSampling,407,1406,1,TRUE
linear,407,407,0,TRUE
quadProb,407,3001,0,FALSE
randSampling,2072,1486,1,TRUE
linear,2072,2072,2,TRUE
quadProb,2072,3001,0,FALSE
randSampling,2928,1490,1,TRUE
linear,2928,2928,0,TRUE
quadProb,2928,3001,0,FALSE
randSampling,2111,1855,1,TRUE
linear,2111,2111,0,TRUE
quadProb,2111,3001,0,FALSE
randSampling,1236,2542,1,TRUE
linear,1236,1236,0,TRUE
quadProb,1236,105,1,TRUE
randSampling,302,99,1,TRUE
linear,302,302,0,TRUE
quadProb,302,3001,0,FALSE
randSampling,2590,1723,1,TRUE
linear,2590,2590,0,TRUE
quadProb,2590,3001,0,FALSE
randSampling,1554,2287,1,TRUE
linear,1554,1554,0,TRUE
quadProb,1554,3001,0,FALSE
randSampling,825,983,1,TRUE
linear,825,825,0,TRUE
quadProb,825,3001,0,FALSE
randSampling,1970,2805,1,TRUE
linear,1970,1970,0,TRUE
quadProb,1970,3001,0,FALSE
randSampling,700,186,1,TRUE
linear,700,700,0,TRUE
quadProb,700,3001,0,FALSE
randSampling,79,335,1,TRUE
linear,79,79,0,TRUE
quadProb,79,3001,0,FALSE
randSampling,2281,1232,3,TRUE
linear,2281,2281,1,TRUE
quadProb,2281,79,2,TRUE
randSampling,484,2859,2,TRUE
linear,484,484,0,TRUE
quadProb,484,3001,0,FALSE
randSampling,2689,1249,2,TRUE
linear,2689,2689,2,TRUE
quadProb,2689,3001,0,FALSE
randSampling,1308,1836,1,TRUE
linear,1308,1308,1,TRUE
quadProb,1308,3001,0,FALSE
randSampling,1242,2715,1,TRUE
linear,1242,1242,1,TRUE
quadProb,1242,3001,0,FALSE
randSampling,385,94,1,TRUE
linear,385,385,1,TRUE
quadProb,385,3001,0,FALSE
randSampling,2735,124,1,TRUE
linear,2735,2735,1,TRUE
quadProb,2735,3001,0,FALSE
randSampling,568,2652,1,TRUE
linear,568,568,1,TRUE
quadProb,568,99,1,TRUE
randSampling,1836,29,1,TRUE
linear,1836,1836,1,TRUE
quadProb,1836,3001,0,FALSE
randSampling,390,1662,1,TRUE
linear,390,390,0,TRUE
quadProb,390,3001,0,FALSE
randSampling,127,2848,2,TRUE
linear,127,127,1,TRUE
quadProb,127,3001,0,FALSE
randSampling,19,545,1,TRUE
linear,19,19,1,TRUE
quadProb,19,3001,0,FALSE
randSampling,1064,2370,1,TRUE
linear,1064,1064,0,TRUE
quadProb,1064,3001,0,FALSE
randSampling,2597,423,2,TRUE
linear,2597,2597,1,TRUE
quadProb,2597,6,1,TRUE
randSampling,2254,719,1,TRUE
linear,2254,2254,0,TRUE
quadProb,2254,3001,0,FALSE
randSampling,2637,1248,2,TRUE
linear,2637,2637,1,TRUE
quadProb,2637,3001,0,FALSE
randSampling,2772,73,2,TRUE
linear,2772,2772,1,TRUE
quadProb,2772,3001,0,FALSE
randSampling,1236,1233,2,TRUE
linear,1236,1236,1,TRUE
quadProb,1236,3001,0,FALSE
randSampling,2112,364,1,TRUE
linear,2112,2112,1,TRUE
quadProb,2112,3001,0,FALSE
randSampling,1057,2090,1,TRUE
linear,1057,1057,1,TRUE
quadProb,1057,3001,0,FALSE
randSampling,1638,2742,1,TRUE
linear,1638,1638,1,TRUE
quadProb,1638,3001,0,FALSE
randSampling,530,2453,1,TRUE
linear,530,530,0,TRUE
quadProb,530,68,1,TRUE
randSampling,546,2552,2,TRUE
linear,546,546,2,TRUE
quadProb,546,3001,0,FALSE
randSampling,2393,256,2,TRUE
linear,2393,2393,2,TRUE
quadProb,2393,3001,0,FALSE
randSampling,1443,2488,2,TRUE
linear,1443,1443,1,TRUE
quadProb,1443,3001,0,FALSE
randSampling,2694,2950,2,TRUE
linear,2694,2694,2,TRUE
quadProb,2694,3001,0,FALSE
randSampling,667,1930,5,TRUE
linear,667,667,2,TRUE
quadProb,667,3001,0,FALSE
randSampling,498,1521,3,TRUE
linear,498,498,1,TRUE
quadProb,498,3001,0,FALSE
randSampling,126,1018,3,TRUE
linear,126,126,2,TRUE
quadProb,126,3001,0,FALSE
randSampling,855,226,2,TRUE
linear,855,855,1,TRUE
quadProb,855,3001,0,FALSE
randSampling,1868,2566,2,TRUE
linear,1868,1868,1,TRUE
quadProb,1868,3001,0,FALSE
randSampling,1096,2758,3,TRUE
linear,1096,1096,1,TRUE
quadProb,1096,277,1,TRUE
randSampling,2581,2995,1,TRUE
linear,2581,2581,1,TRUE
quadProb,2581,3001,0,FALSE
randSampling,2402,768,2,TRUE
linear,2402,2402,1,TRUE
quadProb,2402,3001,0,FALSE
randSampling,2216,563,1,TRUE
linear,2216,2216,1,TRUE
quadProb,2216,295,1,TRUE
randSampling,2841,2615,1,TRUE
linear,2841,2841,1,TRUE
quadProb,2841,3001,0,FALSE
randSampling,1240,1122,1,TRUE
linear,1240,1240,1,TRUE
quadProb,1240,709,1,TRUE
randSampling,707,1304,1,TRUE
linear,707,707,1,TRUE
quadProb,707,3001,0,FALSE
randSampling,172,812,1,TRUE
linear,172,172,1,TRUE
quadProb,172,3001,0,FALSE
randSampling,1262,100,1,TRUE
linear,1262,1262,0,TRUE
quadProb,1262,3001,0,FALSE
randSampling,1090,2845,1,TRUE
linear,1090,1090,2,TRUE
quadProb,1090,3001,0,FALSE
randSampling,2997,1065,1,TRUE
linear,2997,2997,1,TRUE
quadProb,2997,250,1,TRUE
randSampling,105,1133,1,TRUE
linear,105,105,0,TRUE
quadProb,105,3001,0,FALSE
randSampling,769,2443,2,TRUE
linear,769,769,1,TRUE
quadProb,769,3001,0,FALSE
randSampling,107,1943,1,TRUE
linear,107,107,1,TRUE
quadProb,107,3001,0,FALSE
randSampling,1447,622,1,TRUE
linear,1447,1447,0,TRUE
quadProb,1447,3001,0,FALSE
randSampling,635,2429,1,TRUE
linear,635,635,0,TRUE
quadProb,635,3001,0,FALSE
randSampling,2916,160,1,TRUE
linear,2916,2916,0,TRUE
quadProb,2916,3001,0,FALSE
randSampling,842,229,2,TRUE
linear,842,842,1,TRUE
quadProb,842,15,1,TRUE
randSampling,2946,1959,1,TRUE
linear,2946,2946,0,TRUE
quadProb,2946,225,1,TRUE
randSampling,2899,2152,1,TRUE
linear,2899,2899,0,TRUE
quadProb,2899,3001,0,FALSE
randSampling,1097,2143,3,TRUE
linear,1097,1097,1,TRUE
quadProb,1097,3001,0,FALSE
randSampling,2125,2617,1,TRUE
linear,2125,2125,1,TRUE
quadProb,2125,3001,0,FALSE
randSampling,2757,2004,1,TRUE
linear,2757,2757,4,TRUE
quadProb,2757,3001,0,FALSE
randSampling,2740,468,1,TRUE
linear,2740,2740,1,TRUE
quadProb,2740,3001,0,FALSE
randSampling,1018,1606,1,TRUE
linear,1018,1018,1,TRUE
quadProb,1018,3001,0,FALSE
randSampling,1644,1150,1,TRUE
linear,1644,1644,1,TRUE
quadProb,1644,3001,0,FALSE
randSampling,1079,1184,1,TRUE
linear,1079,1079,0,TRUE
quadProb,1079,3001,0,FALSE
randSampling,1524,2224,1,TRUE
linear,1524,1524,1,TRUE
quadProb,1524,3001,0,FALSE
randSampling,1069,964,1,TRUE
linear,1069,1069,0,TRUE
quadProb,1069,3001,0,FALSE
randSampling,890,2043,1,TRUE
linear,890,890,1,TRUE
quadProb,890,3001,0,FALSE
randSampling,2286,1065,1,TRUE
linear,2286,2286,1,TRUE
quadProb,2286,248,1,TRUE
randSampling,2684,1933,1,TRUE
linear,2684,2684,1,TRUE
quadProb,2684,247,1,TRUE
randSampling,2847,1540,1,TRUE
linear,2847,2847,0,TRUE
quadProb,2847,3001,0,FALSE
randSampling,985,2319,1,TRUE
linear,985,985,0,TRUE
quadProb,985,3001,0,FALSE
randSampling,1211,2866,1,TRUE
linear,1211,1211,1,TRUE
quadProb,1211,3001,0,FALSE
randSampling,868,2512,1,TRUE
linear,868,868,0,TRUE
quadProb,868,3001,0,FALSE
randSampling,2682,1316,1,TRUE
linear,2682,2682,1,TRUE
quadProb,2682,20,1,TRUE
randSampling,1767,611,1,TRUE
linear,1767,1767,4,TRUE
quadProb,1767,238,1,TRUE
randSampling,1808,1305,1,TRUE
linear,1808,1808,1,TRUE
quadProb,1808,3001,0,FALSE
randSampling,1623,781,1,TRUE
linear,1623,1623,1,TRUE
quadProb,1623,3001,0,FALSE
randSampling,276,124,1,TRUE
linear,276,276,1,TRUE
quadProb,276,3001,0,FALSE
randSampling,2101,355,1,TRUE
linear,2101,2101,0,TRUE
quadProb,2101,3001,0,FALSE
randSampling,2618,1259,1,TRUE
linear,2618,2618,1,TRUE
quadProb,2618,3001,0,FALSE
randSampling,1552,1765,1,TRUE
linear,1552,1552,0,TRUE
quadProb,1552,3001,0,FALSE
randSampling,909,2401,1,TRUE
linear,909,909,0,TRUE
quadProb,909,3001,0,FALSE
randSampling,276,2736,1,TRUE
linear,276,276,1,TRUE
quadProb,276,3001,0,FALSE
randSampling,971,2913,4,TRUE
linear,971,971,2,TRUE
quadProb,971,3001,0,FALSE
randSampling,1246,1421,1,TRUE
linear,1246,1246,0,TRUE
quadProb,1246,3001,0,FALSE
randSampling,448,402,2,TRUE
linear,448,448,2,TRUE
quadProb,448,3001,0,FALSE
randSampling,2677,2412,1,TRUE
linear,2677,2677,1,TRUE
quadProb,2677,3001,0,FALSE
randSampling,2514,2951,2,TRUE
linear,2514,2514,0,TRUE
quadProb,2514,3001,0,FALSE
randSampling,409,2269,1,TRUE
linear,409,409,2,TRUE
quadProb,409,3001,0,FALSE
randSampling,1323,812,1,TRUE
linear,1323,1323,1,TRUE
quadProb,1323,3001,0,FALSE
randSampling,414,106,1,TRUE
linear,414,414,0,TRUE
quadProb,414,3001,0,FALSE
randSampling,1438,2442,1,TRUE
linear,1438,1438,1,TRUE
quadProb,1438,3001,0,FALSE
randSampling,1392,1935,1,TRUE
linear,1392,1392,0,TRUE
quadProb,1392,3001,0,FALSE
randSampling,671,2953,6,TRUE
linear,671,671,1,TRUE
quadProb,671,3001,0,FALSE
randSampling,92,2295,1,TRUE
linear,92,92,1,TRUE
quadProb,92,3001,0,FALSE
randSampling,2202,2213,2,TRUE
linear,2202,2202,1,TRUE
quadProb,2202,3001,0,FALSE
randSampling,2418,951,2,TRUE
linear,2418,2418,1,TRUE
quadProb,2418,3001,0,FALSE
randSampling,2578,2902,3,TRUE
linear,2578,2578,1,TRUE
quadProb,2578,3001,0,FALSE
randSampling,1595,2946,1,TRUE
linear,1595,1595,1,TRUE
quadProb,1595,3001,0,FALSE
randSampling,2024,2712,1,TRUE
linear,2024,2024,4,TRUE
quadProb,2024,3001,0,FALSE
randSampling,556,1878,1,TRUE
linear,556,556,1,TRUE
quadProb,556,3001,0,FALSE
randSampling,2105,601,1,TRUE
linear,2105,2105,1,TRUE
quadProb,2105,3001,0,FALSE
randSampling,2931,1774,1,TRUE
linear,2931,2931,1,TRUE
quadProb,2931,3001,0,FALSE
randSampling,784,1843,1,TRUE
linear,784,784,0,TRUE
quadProb,784,3001,0,FALSE
randSampling,311,2460,1,TRUE
linear,311,311,0,TRUE
quadProb,311,3001,0,FALSE
randSampling,349,2235,3,TRUE
linear,349,349,1,TRUE
quadProb,349,3001,0,FALSE
randSampling,795,589,1,TRUE
linear,795,795,0,TRUE
quadProb,795,182,0,TRUE
randSampling,268,1833,1,TRUE
linear,268,268,3,TRUE
quadProb,268,3001,0,FALSE
randSampling,2553,2883,1,TRUE
linear,2553,2553,1,TRUE
quadProb,2553,3001,0,FALSE
randSampling,687,378,1,TRUE
linear,687,687,1,TRUE
quadProb,687,3001,0,FALSE
randSampling,1176,1534,3,TRUE
linear,1176,1176,0,TRUE
quadProb,1176,3001,0,FALSE
randSampling,14,356,1,TRUE
linear,14,14,0,TRUE
quadProb,14,3001,0,FALSE
randSampling,2269,915,1,TRUE
linear,2269,2269,0,TRUE
quadProb,2269,3001,0,FALSE
randSampling,1213,1651,2,TRUE
linear,1213,1213,1,TRUE
quadProb,1213,523,2,TRUE
randSampling,2837,671,2,TRUE
linear,2837,2837,3,TRUE
quadProb,2837,3001,0,FALSE
randSampling,1192,2954,2,TRUE
linear,1192,1192,3,TRUE
quadProb,1192,3001,0,FALSE
randSampling,473,2800,9,TRUE
linear,473,473,2,TRUE
quadProb,473,3001,0,FALSE
randSampling,1432,1003,2,TRUE
linear,1432,1432,2,TRUE
quadProb,1432,3001,0,FALSE
randSampling,820,1420,3,TRUE
linear,820,820,3,TRUE
quadProb,820,3001,0,FALSE
randSampling,190,732,2,TRUE
linear,190,190,2,TRUE
quadProb,190,3001,0,FALSE
randSampling,314,895,6,TRUE
linear,314,314,1,TRUE
quadProb,314,3001,0,FALSE
randSampling,1225,2580,2,TRUE
linear,1225,1225,2,TRUE
quadProb,1225,3001,0,FALSE
randSampling,1489,2675,2,TRUE
linear,1489,1489,3,TRUE
quadProb,1489,3001,0,FALSE
randSampling,2652,598,2,TRUE
linear,2652,2652,2,TRUE
quadProb,2652,38,1,TRUE
randSampling,2996,1021,7,TRUE
linear,2996,2996,1,TRUE
quadProb,2996,3001,0,FALSE
randSampling,664,1638,1,TRUE
linear,664,664,0,TRUE
quadProb,664,3001,0,FALSE
